Id,User,Created,Tweet,Description,Location
1338453519204929537,gocoo,2020-12-14 11:59:20,"RT @HamillHimself: TODAY at 12:30pm/ET- Don't miss @tcm's Stars of the Month LAUREL &amp; HARDY in a 14-hour Monday Marathon!
The perfect oppor…",https://t.co/XwBk4UJRE0,Tokyo
1338453519179927557,hamidov_eldar,2020-12-14 11:59:20,"RT @RikeFranke: This is the most bonkers statistic I have seen in a long time. 😳
35% of NATO countries' populations believe there are parts…",,
1338453519058128896,Auntie201805,2020-12-14 11:59:20,O M F G 🤤🤤🤤🤤🤤🤤 https://t.co/4Uc56tGCXm,💚 #NCTDREAM #JAEMIN #RENJUN #잼런,
1338453519054024704,InmaCorcoles,2020-12-14 11:59:20,REAL https://t.co/yherVF35Qn,"Albacete-Alicante.
TIDMN🏥","Albacete, España"
1338453519041507328,tejembrunner,2020-12-14 11:59:20,@lastra_rosie Send please,#SEB: Mein Gott muss das sein! so ein ****** aber auch,She/her F1 fan
1338453519041499139,itzdavidkiddo,2020-12-14 11:59:20,@ohluwadezii Bro I'm gain more followers every mins,|| Musical Artiste ||,France
1338453519033126914,KlusiaFelusia,2020-12-14 11:59:20,@sanhoewoo Same,𝑴𝒂𝒚𝒃𝒆 𝑰 𝒄𝒂𝒏 𝒏𝒆𝒗𝒆𝒓 𝒇𝒍𝒚 𝒃𝒖𝒕 𝑰'𝒎 𝒘𝒊𝒅𝒆 𝒂𝒘𝒂𝒌𝒆 𝒔𝒐 𝒅𝒐𝒏'𝒕 𝒄𝒓𝒚 ★@XTRAordinary472 ★@Arietksa ★@ILoveMy7Angelss | she/her,
1338453519024627715,brjkumar1,2020-12-14 11:59:20,RT @RituRathaur: Bajrang Dal type organisations are the hardware Hindus Society terribly needs to give resistance to continue attacks on ou…,Hindus should know they are in a long term civilizational war. Every Hindu must commit to do his bit and fight on till the goal is achieved.,
1338453519024574466,luvseoksnia,2020-12-14 11:59:20,Mcnd started giving hints???? Lol who gonna cb first???? Wooseok or mcnd? https://t.co/ouubYHZEXH,𝔈𝔤𝔬 𝔰𝔲𝔪 𝔩𝔲𝔵 𝔪𝔲𝔫𝔡𝔦 ✨ 96z💙🧡,
1338453519024570369,Maduraexposene1,2020-12-14 11:59:20,Server Youtube knp yach?????,Tuhan dan Ratapan Rakyat,"DKI Jakarta, Indonesia"
1338453519020544002,sagraryo_11,2020-12-14 11:59:20,"RT @SpacebwMewlions: MEW’S HATER: @Pennnywww 

- Calling M “old bast/ard”

#Haters_of_Mew_listed_by_Pep",,
1338453519011999745,madhurvaishh,2020-12-14 11:59:20,RT @MayoorBhartiya: @indutiwarijbp @Girish_Patel_12 So as per this newsreport Rakesh Tikait had supported Farm reform ordinances of ⁦@naren…,Proud Indian that's it..,ghaziabad
1338453519007952896,CitylinkMusic,2020-12-14 11:59:20,The Beatles ~ 'Get Back' from the album 1 [1969],,
1338453518999564293,Lina_8119,2020-12-14 11:59:20,"RT @BTS_Billboard: [SPOTIFY 📊]

🇺🇲 US

#115. Dynamite (+5) - 335,288 plays 🔻

(@BTS_twt)
https://t.co/XV1LyVZ2da",,Deutschland
1338453518999498753,amahle_shibe,2020-12-14 11:59:20,Twitter https://t.co/pUweQELn8o,"🧘🏿‍♀️

Follow me on IG
@Samahle",
1338453518995365889,evilviking12,2020-12-14 11:59:20,@ZunaKiri never gonna let you down,Hi.,
1338453518995267585,messidai_10,2020-12-14 11:59:20,Bayern got no chill!!! 😂🤣🤣🤣😝 https://t.co/CwqHLKlx3p,"15 years old a Culèr! 💙♥️                                                               
             
  #ForçaBarça 🇳🇵🇪🇸🇪🇸",Nepal
1338453518991048706,_bernardoford__,2020-12-14 11:59:20,"RT @JasperJeanM_: THIS !!! MUST READ !!!

#KathNielxBenAndBenxJMS 
#SaSusunodNaHabangBuhayMV 
#SSNHBmv https://t.co/WSBnJ342tl",𝚔𝚊𝚝𝚑𝚗𝚒𝚎𝚕💙 𝒂𝒖 𝒓𝒆𝒂𝒅𝒆𝒓🌙,kathniel
1338453518986960899,mojos55,2020-12-14 11:59:20,RT @FarmerFunky: @jeremybcorbyn_ Not many I wouldn't have .... Oh wait a minute. Thousands on the first day. 👍,Give Peace a chance !,Lancashire
1338453518986821634,hawkaye19,2020-12-14 11:59:20,"RT @iamwandasykes: Here’s the tweet.  If you voted for Trump, there is a racist bone in your body.  It might be in your pinky toe...but it’…","Mtl Expos will rise again, Royal Canadian Navy Veteran (SLt) (DDH 266) Proud Nova Scotian (Hfx) - Go Dragons (Welsh Football)","Ottawa, Canada"
1338453518986797056,_totorogirl,2020-12-14 11:59:20,"RT @MwaveAu: GIVEAWAY: Nintendo Switch console and HyperX Cloud Stinger Core Headset! 

For your chance to win, hit up the link: https://t.…","gadgets, good design, music and innovation!",
1338453518982647808,velveteenchaos,2020-12-14 11:59:20,it is fine now https://t.co/1fs1C5ucEL,"a lady, a rex, a criminal | she/her | nightmare child of @raggedybearcat",no cage can hold me
1338453518978437122,Narasondha,2020-12-14 11:59:20,"youtube down , apes",Cari Apa Hayo?|Hala Madrid,Surabaya
1338453518974377985,rogerman99,2020-12-14 11:59:20,RT @BrooksFallis: Provincial numbers on hospital/ICU bed capacity do not reflect what is truly happening in ON hospitals. Things are much w…,,
1338453518970200067,MarcyTanter,2020-12-14 11:59:20,@hyunsuinseoul I don't know who that guy is but I can say he's a nobody,#southkorea #may18 #gwangju #kdrama @umassamherst double alumna,
1338453518970195968,MarvelousSmokey,2020-12-14 11:59:20,@explodikid The 'realistic' argument sent me🤣🤣🤣,"23 y/o Stage Design student and illustrator🌌
TV, movie and animation nerd, 
Hopefully future animation industry worker😁
She/her
Living it up in 🇮🇱",
1338453518966022148,ViewsatTwenty5,2020-12-14 11:59:20,Introducing MOGODU MONDAYS @viewsattwenty5 with @zakesbantwini Summer Residency. Guest DJs @thuliphongolo… https://t.co/oVMevNvJuT,"Panoramic Views, Bespoke Cocktails & Grills - Corporate & Birthday Packages available: bookings@viewsattwenty5.co.za | 0822100572 | 25 Silver Ave, Morningside","Durban, South Africa"
1338453518966018048,AsurBlue,2020-12-14 11:59:20,RT @vergolophus: Complete destruction by Shadow Force! https://t.co/OBJQuhHSrq,"31 she/her, ace lesbian illustrator, primarily digital & alcohol marker! Gemini, Pokemon fanatic & Bunny lover 🐇 Highly opinionated! https://t.co/KGXoHrMlVi",Delaware
1338453518966009857,DVKvision2,2020-12-14 11:59:20,RT @JaniceDean: Former aide says Cuomo sexually harassed her 'for years' | Fox News https://t.co/SGsxoySZGw,"Trump supporter/convert, former lifelong Dem no more, protect the U.S. Constitution, protect freedom, America First.","South Florida, USA"
1338453518957633538,JumboJoe_Kings9,2020-12-14 11:59:20,"RT @SSK_Hockey: 16s defeat EC Spartans 6-2!

Davieau 🚨🚨
Donovan 🚨
Pine 🚨
Collins 🚨
O’Hara 🚨

Boyd picks up the win in net!",Proud Father • Bishop Feehan Hockey Alumni #6 (Captain) • North Adams State College Mohawks Alumni 97’,"North Attleboro, MA"
1338453518957441028,stelltomyberry,2020-12-14 11:59:20,@jahllergies @sirkolnation @SB19Official @tinkerstell @kuysteddy @sejunblissed @_paradox01 @Rinvoneinzbern… https://t.co/NInBPtoYU2,"Pag-ibig ko'y sa'yo hanggang sa huli, @stellajero_

💛 STELLJUN HanggangSaHuli 💜


💙 Fan Account solely for @SB19Official 💙

💙 A'TIN 💙 💙 SB19 💙",Somewhere with ⭕
1338453518953443329,Blackbunnyfibrz,2020-12-14 11:59:20,RT @CaslerNoel: Giving the White House staff the first doses of the Covid vaccine is like giving the Titanic crew the first lifeboat. @real…,I have a lot of opinions but do keep in mind that all opinions are mine & NOT those of my employer.  Warning: I frequently employ sarcasm. She/her,
1338453518949232641,TheMess31831062,2020-12-14 11:59:20,The guy on the left says .. nahhhh look at mine !!’ https://t.co/fSrMUsyEol,Doll Jawl Dal Jal Anubis john fielding the unaffected Jesus of America da dolly lama,
1338453518944972802,Sher84091181,2020-12-14 11:59:20,Food for thought. Just because you have a dick doesn’t mean you have to be one.🤓,"Walking a mile in someone else's shoes provides experience, wisdom and the ability to find solutions to life challenges. When in doubt go with your gut.",
1338453518940741633,gusouI,2020-12-14 11:59:20,"“ur faves aren’t real”

weebs: https://t.co/x94SNr4jo6",#byf: i have a foul fucking mouth,any pronouns
1338453518936645633,Enchanteddil,2020-12-14 11:59:20,"RT @donwinslow: Dear Florida,

Please explain this to me. 

How does one state elect four irredeemable assholes?

Ron DeSantis
Marco Rubio…","I am a Sri Lankan, living in Sri Lanka.  Animal lover. First preference for President of the US was Kamala Harris.  Now rooting for Joe Biden :)",
1338453518932271114,thatboyjww,2020-12-14 11:59:20,"RT @superstarwonwoo: Did Carats just,,,, collectively decide not to vote on SMA???? Please vote!!!! I’ll attach the tutorial here!!!!",#세븐틴  #원우  #민규 #디에잇 — carat.,
1338453518928273409,sanibestboy,2020-12-14 11:59:20,THE CUTEST https://t.co/gkFvWb8vNH,#YOONGI: you'll like bts music if you listen without prejudice. @svnrisewoo is the woo to my san ☂️🌟,bangteez ♡ she/her
1338453518928240646,jing_tao1,2020-12-14 11:59:20,"@Di9TBLNYGTBR @Isaiah___99 @Farbod_E Yes. Dinwiddie&gt;herro lever&gt;Robinson, I agree with this. But I still rather hav… https://t.co/xFqHClwNlM",,"Toronto, Ontario"
1338453518924058624,tyontinyy,2020-12-14 11:59:20,"RT @transforatz: when seonghwa was 6 years old, he wanted something from the the stationary store for christmas. but his mom misread(?) it…",she/her 🦋 nineteen,united kingdom
1338453518919868422,PadreSnobbish,2020-12-14 11:59:20,"What’s your favorite romantic movie? Everybody says Notebook , Romeo &amp; Juliet, idk man. Barefoot In The Park will a… https://t.co/Mb0b2XAhBq",Art,
1338453518915694594,maximoman99,2020-12-14 11:59:20,@RemoriDesu @MichaelllUK @korvaru @Nekomu_chan Oh thanks lol and not cute reee,name' max and  im big time gamer/streamer my favorite game right now is vrchat bc is super awesome you know 😆 and also im a Canadian/age 22 so ya enjoy 👍,
1338453518911373314,Memewala25,2020-12-14 11:59:20,"RT @mr_memewala_: *When you do anything in Lab*
Lab assistant: https://t.co/xlnfDc2cPK","Big Fan Of @Akshaykumar❤❤
Memer..
Bio Itna Hi Tha Ab Content Dekho..",
1338453518898900995,19kleberson03,2020-12-14 11:59:20,@ArdaHappyRock evet,bjk - mansur yavaşı da onu seveni de sevmiyorum,yeditepe uni
1338453518898880514,itsxales,2020-12-14 11:59:20,@SolarionFX RIP GOOGLE 1998-2020,🇵🇱,Poland
1338453518898790402,spacelux1,2020-12-14 11:59:20,"@iShapeshifting Hello there, I would love to draw emotes/badges for you! ✨ https://t.co/6xMORCSKOE",mediocre art with no consistency; much to see & learn,
1338453518898720771,louissarang,2020-12-14 11:59:20,RT @GatorsDaily: they sound like transformers https://t.co/RW17H5zyt4,"영구동토속 그림재활중 / 잡 RT위주 / 그림 연성 드물어요 
◈ 사이퍼즈 - 루이스 최애 / 티모시 차애 
◈ 데바데 - 군단 프랭크 최애",
1338453518894551040,wuvmyugup,2020-12-14 11:59:20,@sambathvmv hewooo🤩,𝗺𝗲𝘄𝗴𝘂𝗹𝗳 23:59 | semi ia 📚,s/h 
1338453518894546949,smiling_moron,2020-12-14 11:59:20,@somethingtides @Zhmernalt I'd watch it,Erm,
1338453518894518277,Mantitaaaa,2020-12-14 11:59:20,"RT @GOT7Official: GOT7 on resolving differences, fan memes and finding confidence
https://t.co/YH30hEg1iY

YouTube https://t.co/z7CjZnjbkX…","YY🌼💚
wyb🦁
#wangyibo
#xiaozhan
#bozhan
#yugyeom
#GOT7",
1338453518890512385,JaviMartin1924,2020-12-14 11:59:20,"@ivanwainewright @googlecalendar Yes, I think",Podólogo.,Zamora - Madrid
1338453518890496002,FCuchijay,2020-12-14 11:59:20,RT @longi_solar: We are delighted to announce that LONGi has achieved a new milestone as the world's first solar company to exceed 20GW shi…,,
1338453518890373121,jun_hui_17,2020-12-14 11:59:20,BABIEST https://t.co/NSPrJG8Ra5,#JUN: 君へと舞い落ちてくよ,CARATLAND 
1338453518890332162,_tinytannies_,2020-12-14 11:59:20,"[ INTEREST CHECK ]

ANYONE INTERESTED WITH NYEL FUN KIT? (Coming soon palang 'to but we are planning to secure aga… https://t.co/TTZ4cwegPX",🌟 K-SHOP for marupoks — handled by @liltaeggukkie_ & @sonyeahendan | Do Pasabuys & Pahanap | Provides you affordable merches for your fangirling experience 🥀,"Apalit, Pampanga"
1338453518882119681,UnderscoreLink_,2020-12-14 11:59:20,@spacelandsnail Okay then it might be international,🇩🇰🏳️‍🌈🤡 - Travis stan - addicted to Twitch - guitarist - Nintendo kid - band obsession - Twitch: NicoProjectX Insta: underscorelink,They/them - 15
1338453518877941761,mbradybronx,2020-12-14 11:59:20,"How about just, ease up on small business regulations (full stop).

The holidays aren't enough, Scott. https://t.co/g49xISsfU5","Community and Equitable Economic Development Practitioner. Writer and advocate for small business. Lots of Opinions, all are mine and mine alone.

He/His","Bronx, NY"
1338453518877818885,lightwind18,2020-12-14 11:59:20,RT @Syntetisaattori: @lightwind18 Very cool 😎,"GDSプロダクション2018年4月6日ジーデスレコード~ファーストシングルSilvia.All love song to you,don't maybe2018年12月31日Lw-Record~ファーストアルバムLight&windリリース音楽が凄く大好きです☆音楽を一生必死に続けます☆リスナーへ凄く感謝&増やしたい☆",Japan sapporo
1338453518877749248,yutopyeo,2020-12-14 11:59:20,@tooyeo the way he tried to cover the hole and hide the ball as if it's gonna undo what he did 😂😂😂,"#여상: when atiny is tired, ateez will become a tree that will create a shade for atiny to lean on and rest.’ ੈ˳·˙‧̍̊ | 윤민상♡ | she/her",🇵🇭
1338453518873550850,neorizontal,2020-12-14 11:59:20,*jude,🌐 mar | 22 | she/they | #NCT + #TWICE +multi,ph
1338453518865186816,Cl1Richard,2020-12-14 11:59:20,The legacy of our Corrupt Leader! https://t.co/L9SBZLgv6i,"Retired! Conservative views. Love 🇨🇦.My Canada includes the West! #TrudoltMustGo, before Canada becomes a full blown Dictatorship!My opinions are my own!",Ontario
1338453518861025288,scriptedfIicker,2020-12-14 11:59:20,@niallsflicker13 YOUBRE BACKKKKKKK,"≛⋆⁎༄⊰✧⁎⋆that you first gave to me @AIMH27MINUTESˊˎ-  

#LOUIS: don't worry darling {she/her}",BooBees
1338453518856937474,S00BINIEE,2020-12-14 11:59:20,@TXTOFFlCIAL Y'all can move to Spotify,"#TXT: #25 ON BB200 


•MOARMY•",she/her 
1338453518856855552,ljosxeldur,2020-12-14 11:59:20,@sherinalizaa Donee,"EXO is king, Hyoshin is captain, and I live under them.",READ CARRD 
1338453518848581633,Yasleaders,2020-12-14 11:59:20,"RT @YEMKenya: With the rise of rape, teen pregnancies &amp; unsafe abortion in Kenya, how can @AmbMKamau sign this Geneva Consensus Declaration…","YAS! is a regional platform, it coordinates, promote & facilitate meaningful youth engagement, at present we implement @youthactke @RHRNKenya projects on #SRHR","Nairobi, Kenya"
1338453518844354562,Hakime222,2020-12-14 11:59:20,RT @Cristiano: I'm honored and proud to be among the finalists for the Globe Soccer Player of the Year and Player of the Century awards. It…,ibrahim muhammad,
1338453518835998723,LvenSofio,2020-12-14 11:59:20,"Leo ♌️: 

You’ve had ENOUGH! And now it’s time to get yourself used to stillness! You’re finally choosing no more b… https://t.co/Z6pf7qpYVx",LIFE PATH 1🤴🏿☀️: ♍️ 🌚: ♍️ 🌬: ♐️💫Tarot/oracle reader & healer✨Child of Geb & Nut💫⚡️YT@Pixie Sofio ⚡️Non-Binary🏳️‍🌈 (They/them),"Statesville, NC"
1338453518831603713,arbiiij,2020-12-14 11:59:20,RT @lilgaybw: think about this too much https://t.co/HAdNn9Rm6g,"𝓵𝓪 𝓿𝓲𝓮 𝓮𝓷 𝓻𝓸𝓼𝓮
🌈
𝕄𝕚 𝓯𝓸𝓾𝓻 𝓹𝓲𝓵𝓵𝓪𝓻𝓼  • ᜉᜇᜌ᜔ᜈ᜔ ; ᜉᜓᜑᜓᜈ᜔💎",
1338453518827524096,Orbit907Music,2020-12-14 11:59:20,"Now playing: Busty and the Bass, Cold Nights",🎵WMCO Music Department at Muskingum University #OrbitMedia Follow @Orbit907News @Orbit907Sports,"New Concord, OH"
1338453518823337986,VolcanoWatching,2020-12-14 11:59:20,RT @geonet: M3.4 quake causing light shaking near Masterton https://t.co/8HGBPAUl1H,"Auto-Retweeting news about volcanoes, earthquakes and tsunamis worldwide.","Brighton & Hove, UK"
1338453518823256069,November_4_6,2020-12-14 11:59:20,@Ougithedark Asw pedang uncommon 😂,ｄｅｆｕｓｅ,HEK-GG
1338453518815027201,Conservative47,2020-12-14 11:59:20,"RT @GOPLeader: Pelosi is fine with House Democrats skipping work if the votes are about legislation, but in January she will demand every D…",,
1338453518798127104,prayerkendle,2020-12-14 11:59:20,"RT @proudmomnikeun: ""Justin was born 552 days after Ken because the universe knew he needed a soulmate.” https://t.co/pWcVkF4bw1","Yeah we gonna GO UP💙
Stan @SB19Official💙
Bias: Felip Jhon 'Ken' Suson
Second account (@atin_lyz02)
𝖆𝖍𝖚⁰⁶ ll ᴾᴹᴬ⁴⁹",Poultry
1338453518794043392,goatedshein,2020-12-14 11:59:20,@N3X5U Nothing that is from google works,🇷🇴 l Fortnite Competitive Player,Retail Row
1338453518794039296,Jadesolapearl,2020-12-14 11:59:20,"RT @ebelee_: I fear human beings. The kind of things you people are capable of ehn, na wa",#FKShorty. Lazy goddess. Slay Queen. Olu gbajie boys. I hung the moon.,
1338453518789844997,imranyusuf,2020-12-14 11:59:20,"Comedy for a good cause, join us tomorrow! https://t.co/XIzxNL8dm9","The Super Saiyan Champion of The Universe. ほかげ
https://t.co/cLyuuyvzzK",International
1338453518781468672,akuma_river,2020-12-14 11:59:20,"RT @KimZetter: ""The victims have included government, consulting, technology, telecom and extractive entities in North America, Europe, Asi…","Freedom of speech is a god-given right; Censorship is the work of the devil. Hate speech becomes violence. Evil people deserve shunning.

18 U.S. Code § 2381",Gulf Coast - Texas
1338453518768812032,TheKemi_Y,2020-12-14 11:59:20,"RT @Bagofnuts_: Atletico Madrid - first leg in Camp Nou, then comeback.
Roma - first leg in Camp Nou then comeback.
Liverpool - first leg i…",Pharmacist sometimes. Unwilling adult all the time. Her. @ManUtd and @ManUtdWomen with a sprinkle of the @nba. #ENDSARS,The couch 
1338453518768721920,Koushik56468174,2020-12-14 11:59:20,"RT @Santanurc1958: Despite your best efforts to paint a rosy picture of Bengal through the TMC Report Card, @MamataOfficial, the facts are…","Teacher,29 no zp It cell mandal convenar",
1338453518752079873,Nathannnn_26,2020-12-14 11:59:20,"Very dangerous posting shite like this. Didn't take long to scroll through the comments and see ""im due to start CB… https://t.co/475k4O4vRG",Man United. Nurse. Currently undertaking Advanced Practice Masters. Interested in Acute Medicine. Irvine Welsh enthusiast. That's it really.,"Sligo, Ireland"
1338453518751973378,ChannieTimTam,2020-12-14 11:59:20,@shumsuga Oh hello,"✨ Just because someone is ahead, doens't mean they are first✨-My Pace❤🌻✨
https://t.co/mRoPxBFe9f",
1338453518747906048,iStephoux_GBB,2020-12-14 11:59:20,"@buchterchild @astra_castra My bru, kangaroo es a imagination animals awe 🤣🤣",Sea food expert 🐟 ● I'm still doing it #Mmemberville ● PASOP VIR DIE HOND🇳🇦👏🏿 ● my hair is probably longer than yours 🙃,Windhoek 
1338453518722736128,Ferdoze4,2020-12-14 11:59:20,"RT @BlueMoo30855781: ""Whether you think you can or you think you can't, you're right."" -Henry Ford

Aham Sharma and Pooja Sharma","creating a life, I love☺",
1338453518722732035,sukyzui,2020-12-14 11:59:20,RT @XaGueuzav: Oldies from long time ago 👨‍🦳 https://t.co/8YXlqmtA7L,"FR/EN  Captivated by animation and manga aesthetics, trying to draw @succyzui",France
1338453518722613252,H4NJ0NE_,2020-12-14 11:59:20,"@ShopeeID 118
SHOPEE #1212ShopeeSKZGOT7
SHOPEE #1212ShopeeSKZGOT7
SHOPEE #1212ShopeeSKZGOT7
SHOPEE… https://t.co/elqzU1kmZe",.* ༘ ༉‧₊ #𝐇𝐚𝐧 : 𝙿𝚛𝚎𝚌𝚒𝚘𝚞𝚜 𓈒𓏸 ✱ ༷ ୨୧                                                                       ‧₊˚#𝔉𝑟𝑜𝑚𝑖𝑠9♡︎ #S̶𝓉𝓇𝒶𝓎K̶𝒾𝒹𝓈♥︎,03 𝕊𝕋𝔸𝕐✯ she/her 
1338453518718418949,Expendable45,2020-12-14 11:59:20,RT @zerohedge: NIH Director Begs Americans To Swallow Vaccine Skepticism As Bill Gates Eyes Unofficial Role https://t.co/FnfqYAy4Q9,"criminal justice major and muscian.
Unapolegic American
LIBERTARIAN 
AUSTRIAN ECONOMIC FREE MARKET
anarcocapitalis",FEMA REGION 9
1338453518714363909,VeryAngryKenyan,2020-12-14 11:59:20,RT @joshuakucera: Useful thread on the work involved in verifying videos of war crimes after @amnesty preliminary report on Armenia-Azerbai…,"I'm alive, not politically correct..sarcasm is routine..most views are my employers, feel free, help yourself to any..TF is it with RTs.. #BDS💪",الله يعلم..
1338453518714204161,klaydiee_pvr,2020-12-14 11:59:20,me scrolling through these because i miss chenle sweater paws https://t.co/65jn7Fe0iG,#NCT: i have 23 bias and 7 ults yes that’s dreamies,She/Her
1338453518710173696,lonelyxdevonne,2020-12-14 11:59:20,"RT @PYTinaaa: Anyway, I edited Michael to the Russian dance music from The Nutcracker #happyholidays https://t.co/dIfPOKLTdI",the irani ddl & mj stan | professional tweet deleter,She/They
1338453518710009859,wxnkly,2020-12-14 11:59:20,@adroqt Taken,ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ  ㅤㅤㅤㅤㅤㅤㅤㅤㅤ🍰 ╱ . . .  𝗨𝗡𝗥𝗘𝗔𝗟 𝟭𝟵𝟵𝟲 –! she was born to be loved . . . ☆ adorable and sweetest creature alive ?   𝐢𝐭'𝐬 𝐦𝐞 !  𓂃 𝗞𝗶𝗺 𝗝𝗲𝗻𝗻𝗶𝗲. 🍭,"
           김제니  જ    𝖿𝗈𝗋 · 𝖾𝗏 · 𝖾𝗋  
          i'm headed to space with
          the rest of the stars . . ₊˚✧ 

            ━──────── · ♡̶
"
1338453518705954820,pharm_mide,2020-12-14 11:59:20,"RT @ronikpe: Always use a new condom for every new sexual act ( round). 

Do not wash condoms and reuse them! 

Do not repeat condoms! 

Do…",Daily health drug tips||Pharmacist💊||Feel free to DM about anything|09025628224|Random Photographer||ayomideonilude93@gmail.com||AS genotype,Euphoria
1338453518701760512,CreatorOfGay,2020-12-14 11:59:20,@gangstamovement no I'm not,"☃️ Hatsune Miku figurines enthusiast ☃️ Stillborn cupcakes, soy la día de tijeras, goodie transphobia, Arousel by accident, carnivorous Nipples ☃️",
1338453518701621248,zandblackpink,2020-12-14 11:59:20,"RT @wonungina: 50 gcash 💸

— follow me
— retweet &amp; reply anything

ends when I get back, brb!!",best when it's four,jenchulichaeng
1338453518689083393,Devil71647873,2020-12-14 11:59:20,"RT @HusainHacker: We not only Stan the best idol but also Best Human Being ♥️ @sidharth_shukla 

#AbideWithSidharthForever",❣❤❣❤❣,
1338453518689038346,buciiinnnnn,2020-12-14 11:59:20,"RT @dailyhaechan: he is the moment 
#haechan #해찬 https://t.co/IBurYCIh5e",i'm dumb and dreamer.,my dream land.
1338453518684807169,glassium,2020-12-14 11:59:20,RT @_Callmepook: My boo ♡‧₊˚ https://t.co/gEKYvK3BCY,"Treasure💎 keep fighting ah , love you as always #BANGYEDAM #방예담 #บังเยดัม #TREASURE | Blackpink",Thailand
1338453518680809472,rereayodele,2020-12-14 11:59:20,@thegreatola Youre just looking fro trouble Ola,Music is Life ❤️ | 📩: Rereayodele25@gmail.com,Tun on post notification❤️
1338453518672220160,DinaLabsYou,2020-12-14 11:59:20,"RT @KaoriesSUPREME: Twitter Party for Royals! @KaoMiahOFC

Official TagLine

KAOMIAH PaPULL

Retweet

Engage

Salamat

@kaori_oinuma","Sarah G x Kaori Oinuma
I love Basketball. #LBJ 🏀 #BaeSuzy #KimYohan
#FanAccount",Republic of the Philippines
1338453518668230658,nekomatten,2020-12-14 11:59:20,RT @BBMOCHI_ART: earring https://t.co/lAaMVspwtM,matching @daiyalnaa • she/her • polish (native) & english (b2+) • ♌︎♊︎♈︎ • infj • genshin (europe),
1338453518668222464,OfficialHudan,2020-12-14 11:59:20,"RT @iMajorX: We turn waste from your homes, farms and communities into a lifetime supply of LPG cooking gas @EssenarGreen. It’s time to swi…",| Architect | Politics | A.C Milan |,Nigeria
1338453518663917571,alisati_lubis,2020-12-14 11:59:20,RT @TrollFootball: Champions league round of 16 https://t.co/QS3a1brdJ1,orang,Indonesia
1338453518655557632,PierrotPierro14,2020-12-14 11:59:20,@disclosetv not for me,,Théorie
1338453518651428865,nkkyia,2020-12-14 11:59:20,rt to win gg bg views #followtrick like rt nsfw au loona bts blackpink nct twice ateez got7 txt skz svt gain mutual… https://t.co/R9v5dL7KEb,@nakkoyia 4 loyals and streaming,
1338453518651256832,letmewin_juseyo,2020-12-14 11:59:20,"RT @itz_sehana: 💸 20 GCASH

- follow @gamingcreditsph 
- like &amp; rt pinned
- RT &amp; DONE

✨ 25 mins",#JIN: Those who keep trying without giving up are the ones who succeed * https://t.co/4UNwqnPK0Y,Jin's Vocal Chords
1338453518647226374,famousquotez1,2020-12-14 11:59:20,Ugh why can’t I have a normal sleep schedule I ain’t gts yet🤦🏾‍♀️,Follow my IG @famousquotez__,United States
1338453518647095297,Poetryman551,2020-12-14 11:59:20,Everyone in the #WritingCommunity should have at least 5000 followers. So let's do a #writerslift and follow each o… https://t.co/0ECtpuNWEC,🎩 Direct descendant of P.T. Barnum 📚 Author of Bestselling Poetry Book ⭐️ https://t.co/q43qnC0ZFp,CT
1338453518647095296,ftlimson,2020-12-14 11:59:20,RT @fohmilton: Our one year quarantinaversary coming up quick,| 22 • he/him • ♓︎ | 🏳️‍⚧️ | YANKEES 🗽,wherever the plane lands
1338453518647062528,rezahg,2020-12-14 11:59:20,RT @Ryan_Browne_: Uh oh. Gmail and YouTube are down https://t.co/ZZHhctrITM,who i am ??,"Jakarta Capital Region, Indonesia"
1338453518638837763,h2cm,2020-12-14 11:59:20,RT @greenwoodaxes: @kovesi1 @JohnClarePoetry lots of jolly homework to get on with now! https://t.co/laBOdMRh6g,"Community MH Nurse, Early Intervention, Tutor. Hodges' Model. Person Centred & Integrated Care, Health Literacy & Systems, Learning Drupal & Ruby. SETI. He/him","Lancashire, UK & Global"
1338453518626287617,Jonharper70bd,2020-12-14 11:59:20,"RT @AdamMGrant: In his disgraceful case that #DrBiden should go by Jill, the author was unclear on some key points.

I've rewritten them to…",Assistant Principal | Author | Speaker | Host of My Bad & Co-Host of Teachers Aid | Please visit my new website at https://t.co/KJtsNPFsPH,"Easton, Maryland"
1338453518626283520,andebrook,2020-12-14 11:59:20,@AAllenSport Like a David Luiz free kick.,"Arsenal, Cricket, Music & Star Wars in no order","London, England"
1338453518626205697,softdumplings,2020-12-14 11:59:20,"@indiatvnews @Prabhas19059797 Not just India, UK too",I don't say bleh bleh bleh...,
1338453518622060546,ArsenalNigeria_,2020-12-14 11:59:20,"Who to avoid in the #UELdraw?

This could be our only hope to return to the Champions League.",Official Arsenal Nigeria ...,Nigeria
1338453518617894919,cabrobst,2020-12-14 11:59:20,"RT @TeaPainUSA: Trump-supportin' white supremacists are marchin' in the streets, assaultin' citizens, vandalizin' churches and burnin' ""Bla…","Love your neighbor
Black Lives Matter
Liberty and Justice for All
Hilary the legitimate president
Biden 2020
Traitor Trump
Reverse Climate Change
antifa",
1338453518617890822,ChoudaryTaban,2020-12-14 11:59:20,"RT @NaveedNeedei: #MaryamMakesHistory
In Democratic world Called
""TO the People, For The people, by The People' @MaryamNSharif ✋🇵🇰 https://…",,Muzaffarabad AJK Pakistan 
